flarenumber	peaktime	starttime	endtime	energy	peakflux	count	duration	edecay	flag
183	2461005.361	2461005.361	2461005.361	1.027108878e+32	0.0004429208886	0.0004429208886	0.002314788755	0	3
184	2461005.474	2461005.474	2461005.477	3.262680018e+32	0.0008227091414	0.001406967815	0.004629586823	0.002314798068	2
185	2461005.625	2461005.625	2461005.625	2.11740278e+32	0.0009130891	0.0009130891	0.002314788755	0	3
186	2461005.713	2461005.713	2461005.715	5.092217558e+32	0.001622490869	0.002195920583	0.004629587289	0	1
187	2461005.768	2461005.768	2461005.768	1.552331098e+32	0.0006694128384	0.0006694128384	0.002314788755	0	3
188	2461005.801	2461005.801	2461005.803	3.070777366e+32	0.0007029026396	0.001324213498	0.004629587289	0.002314798534	2
189	2461005.84	2461005.84	2461005.84	1.852094324e+32	0.0007986799467	0.0007986799467	0.002314788755	0	3
190	2461005.893	2461005.893	2461005.893	9.797513012e+31	0.0004224988474	0.0004224988474	0.002314788755	0	3
191	2461005.937	2461005.937	2461005.937	1.322211821e+32	0.0005701783398	0.0005701783398	0.002314788755	0	3
192	2461006.118	2461006.118	2461006.118	1.85275161e+32	0.0007989633889	0.0007989633889	0.002314788755	0	3
193	2461006.185	2461006.185	2461006.185	1.277578588e+32	0.000550931119	0.000550931119	0.002314788755	0	3
194	2461006.66	2461006.66	2461006.66	1.823081179e+32	0.000786168588	0.000786168588	0.002314788755	0	3
195	2461006.692	2461006.692	2461006.692	9.774341393e+31	0.000421499616	0.000421499616	0.002314788755	0	3
196	2461006.724	2461006.722	2461006.724	2.315952065e+32	0.0004994299791	0.0009987096489	0.004629587289	0	2
197	2461006.896	2461006.893	2461006.898	1.407468493e+33	0.003549934352	0.006069436349	0.006944385823	0.002314798534	0
198	2461006.907	2461006.905	2461006.93	1.638994377e+34	0.01909946535	0.07067847059	0.02777757216	0.006944395602	0
199	2461007.035	2461007.035	2461007.037	1.002062528e+33	0.002423138518	0.004321201334	0.004629587289	0.002314798534	0
200	2461007.264	2461007.264	2461007.264	1.66006569e+32	0.0007158713031	0.0007158713031	0.002314788755	0	3
201	2461007.31	2461007.31	2461007.31	9.277023042e+31	0.0004000537215	0.0004000537215	0.002314788755	0	3
202	2461007.474	2461007.474	2461007.474	1.302745609e+32	0.0005617839116	0.0005617839116	0.002314788755	0	3
203	2461007.741	2461007.741	2461007.741	1.409407994e+32	0.0006077800071	0.0006077800071	0.002314788755	0	3
204	2461007.863	2461007.863	2461007.863	1.004720681e+32	0.0004332664105	0.0004332664105	0.002314788755	0	3
205	2461008.055	2461008.053	2461008.058	6.343444117e+32	0.001107421131	0.002735487898	0.00694438396	0.002314797603	2
206	2461008.329	2461008.326	2461008.329	2.770622971e+32	0.0007094557443	0.001194777706	0.004629585892	0	2
207	2461008.509	2461008.509	2461008.509	1.301146665e+32	0.0005610943979	0.0005610943979	0.002314788755	0	3
208	2461008.66	2461008.66	2461008.669	3.215147236e+33	0.005872821349	0.01386470219	0.01157397637	0.002314796671	0
209	2461008.741	2461008.741	2461008.741	1.365242443e+32	0.0005887344656	0.0005887344656	0.002314788755	0	3
210	2461008.778	2461008.778	2461008.778	1.040415638e+32	0.0004486591722	0.0004486591722	0.002314788755	0	3
211	2461008.91	2461008.91	2461008.91	9.559310345e+31	0.0004122268169	0.0004122268169	0.002314788755	0	3
212	2461009.065	2461009.062	2461009.065	3.172519565e+32	0.0007962196936	0.001368087859	0.004629585426	0	2
213	2461009.118	2461009.118	2461009.118	1.323318852e+32	0.0005706557256	0.0005706557256	0.002314788755	0	3
214	2461009.125	2461009.125	2461009.125	1.006403536e+32	0.0004339921094	0.0004339921094	0.002314788755	0	3
215	2461009.197	2461009.194	2461009.201	3.055564442e+33	0.006459672221	0.01317653218	0.009259177372	0.002314796206	0
216	2461009.206	2461009.206	2461009.206	1.458985136e+32	0.0006291591932	0.0006291591932	0.002314788755	0	3
217	2461009.211	2461009.211	2461009.211	1.330960019e+32	0.0005739508316	0.0005739508316	0.002314788755	0	3
218	2461009.236	2461009.234	2461009.257	1.194778343e+34	0.01371940886	0.0515225111	0.02546275081	0.004629592411	0
219	2461009.261	2461009.261	2461009.261	1.239941029e+32	0.0005347006481	0.0005347006481	0.002314788755	0	3
220	2461009.289	2461009.289	2461009.289	1.418308247e+32	0.0006116180697	0.0006116180697	0.002314788755	0	3
221	2461009.296	2461009.296	2461009.296	1.023613125e+32	0.0004414134129	0.0004414134129	0.002314788755	0	3
222	2461009.338	2461009.333	2461009.345	6.590833715e+32	0.0006855038861	0.00284216989	0.01388876932	0.006944388151	2
223	2461009.352	2461009.349	2461009.352	2.267331382e+32	0.0005650926733	0.0009777429175	0.004629584961	0	2
224	2461009.384	2461009.379	2461009.391	9.714696253e+32	0.0008667115821	0.004189275344	0.01388876839	0.006944387686	2
225	2461009.396	2461009.396	2461009.396	1.143868441e+32	0.0004932711978	0.0004932711978	0.002314788755	0	3
226	2461009.498	2461009.491	2461009.657	9.239685002e+35	0.3194960416	3.984435906	0.1689800806	0.01620357065	0
227	2461009.676	2461009.676	2461009.678	2.696308716e+32	0.0007244392839	0.001162731117	0.004629584495	0.00231479574	2
228	2461009.704	2461009.701	2461009.704	2.765638368e+32	0.0006704731661	0.001192628192	0.004629584029	0	2
229	2461009.764	2461009.764	2461009.764	1.444116046e+32	0.0006227471851	0.0006227471851	0.002314788755	0	3
230	2461009.796	2461009.794	2461009.796	2.664722862e+32	0.0005889255247	0.001149110327	0.004629584029	0	2
231	2461009.801	2461009.801	2461009.801	1.256894219e+32	0.0005420113839	0.0005420113839	0.002314788755	0	3
232	2461010.044	2461010.042	2461010.044	3.444170334e+32	0.0009156418479	0.001485232012	0.004629583564	0	2
233	2461010.106	2461010.106	2461010.106	1.183214818e+32	0.0005102385637	0.0005102385637	0.002314788755	0	3
234	2461010.146	2461010.143	2461010.15	5.627451718e+32	0.0006747884535	0.002426729989	0.009259173181	0.004629589617	2
235	2461010.231	2461010.231	2461010.231	1.766830289e+32	0.0007619114766	0.0007619114766	0.002314788755	0	3
236	2461010.451	2461010.451	2461010.451	1.256705896e+32	0.0005419301735	0.0005419301735	0.002314788755	0	3
237	2461010.525	2461010.525	2461010.525	1.424355788e+32	0.0006142259551	0.0006142259551	0.002314788755	0	3
238	2461010.562	2461010.56	2461010.562	2.821495085e+32	0.0006444002316	0.001216715324	0.004629583098	0	2
239	2461010.62	2461010.618	2461010.625	8.355192821e+32	0.001411829957	0.003603015717	0.009259170853	0.002314794343	0
240	2461010.764	2461010.764	2461010.764	9.458077802e+31	0.0004078613588	0.0004078613588	0.002314788755	0	3
241	2461010.893	2461010.893	2461010.896	4.903778253e+32	0.00137872055	0.002114659769	0.004629582167	0.002314793412	1
242	2461010.903	2461010.903	2461010.903	1.241952164e+32	0.0005355679111	0.0005355679111	0.002314788755	0	3
243	2461010.995	2461010.995	2461010.995	9.44139347e+31	0.0004071418792	0.0004071418792	0.002314788755	0	3
244	2461011.153	2461011.15	2461011.153	2.293901738e+32	0.0005835155458	0.0009892008707	0.004629581701	0	2
245	2461011.199	2461011.199	2461011.199	1.156983071e+32	0.000498926629	0.000498926629	0.002314788755	0	3
